question,answer,relation,subject,object,q_index,prompt_id,q_id,target_lang,klar_id
Which language is officially used in Canton of Fribourg?,French,official_language,Canton of Fribourg,French,601,1,601_1,en,en_601_1
Which language holds official status in Northwest Territories?,English,official_language,Northwest Territories,English,602,3,602_3,en,en_602_3
Which language is officially used in New Brunswick?,English,official_language,New Brunswick,English,603,1,603_1,en,en_603_1
Which language holds official status in Wales?,English,official_language,Wales,English,604,3,604_3,en,en_604_3
What is the primary language spoken in Comoros?,French,official_language,Comoros,French,605,2,605_2,en,en_605_2
Which language is officially used in Kingdom of Sicily?,Greek,official_language,Kingdom of Sicily,Greek,606,1,606_1,en,en_606_1
Which language holds official status in World Health Organization?,French,official_language,World Health Organization,French,607,3,607_3,en,en_607_3
What is the official language of Canton of Fribourg?,German,official_language,Canton of Fribourg,German,608,0,608_0,en,en_608_0
What language is recognized as official in International Civil Aviation Organization?,Russian,official_language,International Civil Aviation Organization,Russian,609,4,609_4,en,en_609_4
Which language holds official status in United Nations?,French,official_language,United Nations,French,610,3,610_3,en,en_610_3
Which language holds official status in Roman Empire?,Greek,official_language,Roman Empire,Greek,611,3,611_3,en,en_611_3
What language is recognized as official in Indore?,Hindi,official_language,Indore,Hindi,612,4,612_4,en,en_612_4
Which language holds official status in Gibraltar?,English,official_language,Gibraltar,English,613,3,613_3,en,en_613_3
What is the primary language spoken in Byelorussian Soviet Socialist Republic?,Polish,official_language,Byelorussian Soviet Socialist Republic,Polish,614,2,614_2,en,en_614_2
Which language holds official status in Spain?,Spanish,official_language,Spain,Spanish,615,3,615_3,en,en_615_3
What language is recognized as official in Tamil Nadu?,Tamil,official_language,Tamil Nadu,Tamil,616,4,616_4,en,en_616_4
What is the official language of Altai Krai?,Russian,official_language,Altai Krai,Russian,617,0,617_0,en,en_617_0
What is the primary language spoken in Luxembourg?,French,official_language,Luxembourg,French,618,2,618_2,en,en_618_2
What language is recognized as official in Aceh?,Indonesian,official_language,Aceh,Indonesian,619,4,619_4,en,en_619_4
What is the primary language spoken in El Salvador?,Spanish,official_language,El Salvador,Spanish,620,2,620_2,en,en_620_2
What is the primary language spoken in European Union?,French,official_language,European Union,French,621,2,621_2,en,en_621_2
What is the primary language spoken in United Kingdom?,Welsh,official_language,United Kingdom,Welsh,622,2,622_2,en,en_622_2
What language is recognized as official in Denmark?,Danish,official_language,Denmark,Danish,623,4,623_4,en,en_623_4
What is the primary language spoken in International Organization for Standardization?,Russian,official_language,International Organization for Standardization,Russian,624,2,624_2,en,en_624_2
What is the official language of Canada?,French,official_language,Canada,French,625,0,625_0,en,en_625_0
Which language is officially used in County Cork?,English,official_language,County Cork,English,626,1,626_1,en,en_626_1
Which language is officially used in San Marino?,Italian,official_language,San Marino,Italian,627,1,627_1,en,en_627_1
Which language holds official status in Pakistan?,English,official_language,Pakistan,English,628,3,628_3,en,en_628_3
What is the official language of Azerbaijan Democratic Republic?,Azerbaijani,official_language,Azerbaijan Democratic Republic,Azerbaijani,629,0,629_0,en,en_629_0
What language is recognized as official in European Union?,Portuguese,official_language,European Union,Portuguese,630,4,630_4,en,en_630_4
Which language holds official status in Guernsey?,English,official_language,Guernsey,English,631,3,631_3,en,en_631_3
What language is recognized as official in Organization for Security and Co-operation in Europe?,Russian,official_language,Organization for Security and Co-operation in Europe,Russian,632,4,632_4,en,en_632_4
What is the official language of Republic of Venice?,Venetian,official_language,Republic of Venice,Venetian,633,0,633_0,en,en_633_0
What is the official language of Dominica?,English,official_language,Dominica,English,634,0,634_0,en,en_634_0
What is the primary language spoken in World Athletics?,English,official_language,World Athletics,English,635,2,635_2,en,en_635_2
Which language holds official status in International Atomic Energy Agency?,Russian,official_language,International Atomic Energy Agency,Russian,636,3,636_3,en,en_636_3
What language is recognized as official in Guatemala?,Spanish,official_language,Guatemala,Spanish,637,4,637_4,en,en_637_4
What language is recognized as official in Belarus?,Russian,official_language,Belarus,Russian,638,4,638_4,en,en_638_4
What is the primary language spoken in South Carolina?,English,official_language,South Carolina,English,639,2,639_2,en,en_639_2
What is the official language of Saint Vincent and the Grenadines?,English,official_language,Saint Vincent and the Grenadines,English,640,0,640_0,en,en_640_0
What is the official language of Mauritius?,English,official_language,Mauritius,English,641,0,641_0,en,en_641_0
Which language holds official status in Timurid Empire?,Persian,official_language,Timurid Empire,Persian,642,3,642_3,en,en_642_3
Which language is officially used in Nicaragua?,Spanish,official_language,Nicaragua,Spanish,643,1,643_1,en,en_643_1
Which language is officially used in Serbia?,Serbian,official_language,Serbia,Serbian,644,1,644_1,en,en_644_1
What language is recognized as official in Prussia?,German,official_language,Prussia,German,645,4,645_4,en,en_645_4
What is the primary language spoken in Faroe Islands?,Danish,official_language,Faroe Islands,Danish,646,2,646_2,en,en_646_2
What is the official language of Iceland?,Icelandic,official_language,Iceland,Icelandic,647,0,647_0,en,en_647_0
What is the primary language spoken in Montenegro?,Montenegrin,official_language,Montenegro,Montenegrin,648,2,648_2,en,en_648_2
What language is recognized as official in Stockholm Municipality?,Swedish,official_language,Stockholm Municipality,Swedish,649,4,649_4,en,en_649_4
Which language is officially used in Vichy France?,French,official_language,Vichy France,French,650,1,650_1,en,en_650_1
Which language is officially used in Melitopol?,Russian,official_language,Melitopol,Russian,651,1,651_1,en,en_651_1
What is the official language of Canton of Lucerne?,German,official_language,Canton of Lucerne,German,652,0,652_0,en,en_652_0
Which language is officially used in Hong Kong?,English,official_language,Hong Kong,English,653,1,653_1,en,en_653_1
What language is recognized as official in European Union?,Romanian,official_language,European Union,Romanian,654,4,654_4,en,en_654_4
Which language is officially used in Sui dynasty?,Chinese,official_language,Sui dynasty,Chinese,655,1,655_1,en,en_655_1
What is the official language of Hyderabad?,Urdu,official_language,Hyderabad,Urdu,656,0,656_0,en,en_656_0
Which language is officially used in South Ossetia?,Russian,official_language,South Ossetia,Russian,657,1,657_1,en,en_657_1
Which language holds official status in New Jersey?,English,official_language,New Jersey,English,658,3,658_3,en,en_658_3
What language is recognized as official in Namibia?,English,official_language,Namibia,English,659,4,659_4,en,en_659_4
What is the official language of Netherlands Antilles?,Dutch,official_language,Netherlands Antilles,Dutch,660,0,660_0,en,en_660_0
What language is recognized as official in European Union?,Slovak,official_language,European Union,Slovak,661,4,661_4,en,en_661_4
What is the primary language spoken in Bangladesh?,Bengali,official_language,Bangladesh,Bengali,662,2,662_2,en,en_662_2
Which language is officially used in Andorra?,Catalan,official_language,Andorra,Catalan,663,1,663_1,en,en_663_1
What is the primary language spoken in Trinidad and Tobago?,English,official_language,Trinidad and Tobago,English,664,2,664_2,en,en_664_2
Which language holds official status in United Kingdom?,English,official_language,United Kingdom,English,665,3,665_3,en,en_665_3
What is the official language of Kamchatka Krai?,Russian,official_language,Kamchatka Krai,Russian,666,0,666_0,en,en_666_0
What language is recognized as official in Germany?,German,official_language,Germany,German,667,4,667_4,en,en_667_4
Which language is officially used in Lausanne?,French,official_language,Lausanne,French,668,1,668_1,en,en_668_1
What is the primary language spoken in Botswana?,English,official_language,Botswana,English,669,2,669_2,en,en_669_2
Which language holds official status in Sint Maarten (Dutch part)?,English,official_language,Sint Maarten (Dutch part),English,670,3,670_3,en,en_670_3
What language is recognized as official in Stavropol Krai?,Russian,official_language,Stavropol Krai,Russian,671,4,671_4,en,en_671_4
What is the official language of Central African Republic?,French,official_language,Central African Republic,French,672,0,672_0,en,en_672_0
What is the official language of Gagauzia?,Russian,official_language,Gagauzia,Russian,673,0,673_0,en,en_673_0
Which language holds official status in NATO?,English,official_language,NATO,English,674,3,674_3,en,en_674_3
What is the official language of Tolyatti?,Russian,official_language,Tolyatti,Russian,675,0,675_0,en,en_675_0
Which language holds official status in Kingdom of Mercia?,Latin,official_language,Kingdom of Mercia,Latin,676,3,676_3,en,en_676_3
What language is recognized as official in Utah?,English,official_language,Utah,English,677,4,677_4,en,en_677_4
Which language holds official status in South African Republic?,Dutch,official_language,South African Republic,Dutch,678,3,678_3,en,en_678_3
What is the official language of Dundee?,Scots,official_language,Dundee,Scots,679,0,679_0,en,en_679_0
Which language holds official status in Kouvola?,Finnish,official_language,Kouvola,Finnish,680,3,680_3,en,en_680_3
Which language is officially used in Mandatory Palestine?,English,official_language,Mandatory Palestine,English,681,1,681_1,en,en_681_1
What is the primary language spoken in Krasnodar Krai?,Russian,official_language,Krasnodar Krai,Russian,682,2,682_2,en,en_682_2
Which language holds official status in Togo?,French,official_language,Togo,French,683,3,683_3,en,en_683_3
Which language is officially used in Basel-Landschaft?,German,official_language,Basel-Landschaft,German,684,1,684_1,en,en_684_1
What is the official language of Zambia?,English,official_language,Zambia,English,685,0,685_0,en,en_685_0
What language is recognized as official in Liberia?,English,official_language,Liberia,English,686,4,686_4,en,en_686_4
What is the official language of Prince Edward Island?,English,official_language,Prince Edward Island,English,687,0,687_0,en,en_687_0
Which language holds official status in Kosovo?,Serbian,official_language,Kosovo,Serbian,688,3,688_3,en,en_688_3
What is the official language of Mykolaiv Oblast?,Ukrainian,official_language,Mykolaiv Oblast,Ukrainian,689,0,689_0,en,en_689_0
What is the primary language spoken in Malawi?,English,official_language,Malawi,English,690,2,690_2,en,en_690_2
Which language is officially used in Turku?,Finnish,official_language,Turku,Finnish,691,1,691_1,en,en_691_1
Which language holds official status in International Olympic Committee?,French,official_language,International Olympic Committee,French,692,3,692_3,en,en_692_3
Which language holds official status in Angola?,Portuguese,official_language,Angola,Portuguese,693,3,693_3,en,en_693_3
Which language holds official status in Turku?,Swedish,official_language,Turku,Swedish,694,3,694_3,en,en_694_3
What is the official language of Jamshedpur?,English,official_language,Jamshedpur,English,695,0,695_0,en,en_695_0
Which language holds official status in Bermuda?,English,official_language,Bermuda,English,696,3,696_3,en,en_696_3
Which language is officially used in Formentera?,Catalan,official_language,Formentera,Catalan,697,1,697_1,en,en_697_1
What is the official language of Bonaire?,Dutch,official_language,Bonaire,Dutch,698,0,698_0,en,en_698_0
Which language holds official status in Sudan?,English,official_language,Sudan,English,699,3,699_3,en,en_699_3
What is the primary language spoken in Soviet Union?,Russian,official_language,Soviet Union,Russian,700,2,700_2,en,en_700_2
What is the official language of Saskatchewan?,French,official_language,Saskatchewan,French,701,0,701_0,en,en_701_0
What is the primary language spoken in Aruba?,Dutch,official_language,Aruba,Dutch,702,2,702_2,en,en_702_2
What language is recognized as official in Montserrat?,English,official_language,Montserrat,English,703,4,703_4,en,en_703_4
What is the official language of Somalia?,Somali,official_language,Somalia,Somali,704,0,704_0,en,en_704_0
What language is recognized as official in Organization for Security and Co-operation in Europe?,Spanish,official_language,Organization for Security and Co-operation in Europe,Spanish,705,4,705_4,en,en_705_4
What is the official language of Karachay-Cherkess Republic?,Russian,official_language,Karachay-Cherkess Republic,Russian,706,0,706_0,en,en_706_0
What is the official language of Helsinki?,Swedish,official_language,Helsinki,Swedish,707,0,707_0,en,en_707_0
Which language is officially used in European Space Agency?,English,official_language,European Space Agency,English,708,1,708_1,en,en_708_1
Which language holds official status in Arizona?,English,official_language,Arizona,English,709,3,709_3,en,en_709_3
What language is recognized as official in Qazvin Province?,Azerbaijani,official_language,Qazvin Province,Azerbaijani,710,4,710_4,en,en_710_4
What is the primary language spoken in Mongolia?,Mongolian,official_language,Mongolia,Mongolian,711,2,711_2,en,en_711_2
Which language holds official status in European Union?,Latvian,official_language,European Union,Latvian,712,3,712_3,en,en_712_3
What is the primary language spoken in Sierra Leone?,English,official_language,Sierra Leone,English,713,2,713_2,en,en_713_2
Which language is officially used in Ibiza?,Catalan,official_language,Ibiza,Catalan,714,1,714_1,en,en_714_1
Which language holds official status in Paraguay?,Spanish,official_language,Paraguay,Spanish,715,3,715_3,en,en_715_3
What language is recognized as official in Republic of Bashkortostan?,Russian,official_language,Republic of Bashkortostan,Russian,716,4,716_4,en,en_716_4
Which language holds official status in Indonesia?,Indonesian,official_language,Indonesia,Indonesian,717,3,717_3,en,en_717_3
What language is recognized as official in Monaco?,French,official_language,Monaco,French,718,4,718_4,en,en_718_4
What is the primary language spoken in Zabaykalsky Krai?,Russian,official_language,Zabaykalsky Krai,Russian,719,2,719_2,en,en_719_2
Which language is officially used in Northern Mariana Islands?,English,official_language,Northern Mariana Islands,English,720,1,720_1,en,en_720_1
Which language is officially used in Azerbaijan?,Azerbaijani,official_language,Azerbaijan,Azerbaijani,721,1,721_1,en,en_721_1
What is the official language of Canton of Vaud?,French,official_language,Canton of Vaud,French,722,0,722_0,en,en_722_0
What is the primary language spoken in Singapore?,English,official_language,Singapore,English,723,2,723_2,en,en_723_2
What is the primary language spoken in Organisation for Economic Cooperation and Development?,French,official_language,Organisation for Economic Cooperation and Development,French,724,2,724_2,en,en_724_2
What language is recognized as official in Bern?,German,official_language,Bern,German,725,4,725_4,en,en_725_4
Which language holds official status in Chennai?,Tamil,official_language,Chennai,Tamil,726,3,726_3,en,en_726_3
Which language holds official status in Fiji?,English,official_language,Fiji,English,727,3,727_3,en,en_727_3
Which language is officially used in India?,Hindi,official_language,India,Hindi,728,1,728_1,en,en_728_1
What is the primary language spoken in Canada?,English,official_language,Canada,English,729,2,729_2,en,en_729_2
What is the official language of Mongolian People's Republic?,Mongolian,official_language,Mongolian People's Republic,Mongolian,730,0,730_0,en,en_730_0
What language is recognized as official in United Nations?,Russian,official_language,United Nations,Russian,731,4,731_4,en,en_731_4
Which language is officially used in Burundi?,French,official_language,Burundi,French,732,1,732_1,en,en_732_1
What is the primary language spoken in Thiruvananthapuram?,Malayalam,official_language,Thiruvananthapuram,Malayalam,733,2,733_2,en,en_733_2
What is the official language of International Olympic Committee?,English,official_language,International Olympic Committee,English,734,0,734_0,en,en_734_0
Which language holds official status in Zaire?,French,official_language,Zaire,French,735,3,735_3,en,en_735_3
What is the official language of Northern Ireland?,English,official_language,Northern Ireland,English,736,0,736_0,en,en_736_0
What is the official language of Mali?,French,official_language,Mali,French,737,0,737_0,en,en_737_0
What is the official language of Saint Kitts and Nevis?,English,official_language,Saint Kitts and Nevis,English,738,0,738_0,en,en_738_0
What is the official language of Formentera?,Spanish,official_language,Formentera,Spanish,739,0,739_0,en,en_739_0
What is the official language of Saba?,English,official_language,Saba,English,740,0,740_0,en,en_740_0
Which language holds official status in Odessa Oblast?,Ukrainian,official_language,Odessa Oblast,Ukrainian,741,3,741_3,en,en_741_3
Which language holds official status in Luxembourg?,German,official_language,Luxembourg,German,742,3,742_3,en,en_742_3
What is the primary language spoken in European Union?,Danish,official_language,European Union,Danish,743,2,743_2,en,en_743_2
What is the primary language spoken in Canton of Jura?,French,official_language,Canton of Jura,French,744,2,744_2,en,en_744_2
What language is recognized as official in Albania?,Albanian,official_language,Albania,Albanian,745,4,745_4,en,en_745_4
Which language is officially used in Cyprus?,Turkish,official_language,Cyprus,Turkish,746,1,746_1,en,en_746_1
What language is recognized as official in Latvia?,Latvian,official_language,Latvia,Latvian,747,4,747_4,en,en_747_4
What is the primary language spoken in Republic of Dagestan?,Russian,official_language,Republic of Dagestan,Russian,748,2,748_2,en,en_748_2
Which language holds official status in Commonwealth of Independent States?,Russian,official_language,Commonwealth of Independent States,Russian,749,3,749_3,en,en_749_3
What is the primary language spoken in NATO?,French,official_language,NATO,French,750,2,750_2,en,en_750_2
What is the primary language spoken in Saint Pierre and Miquelon?,French,official_language,Saint Pierre and Miquelon,French,751,2,751_2,en,en_751_2
What is the official language of Bhopal?,Hindi,official_language,Bhopal,Hindi,752,0,752_0,en,en_752_0
Which language is officially used in Armenia?,Armenian,official_language,Armenia,Armenian,753,1,753_1,en,en_753_1
What is the official language of Western Cape?,English,official_language,Western Cape,English,754,0,754_0,en,en_754_0
What language is recognized as official in Kingdom of Bulgaria?,Bulgarian,official_language,Kingdom of Bulgaria,Bulgarian,755,4,755_4,en,en_755_4
What language is recognized as official in Gabon?,French,official_language,Gabon,French,756,4,756_4,en,en_756_4
What language is recognized as official in Puerto Rico?,Spanish,official_language,Puerto Rico,Spanish,757,4,757_4,en,en_757_4
What is the primary language spoken in Puerto Rico?,English,official_language,Puerto Rico,English,758,2,758_2,en,en_758_2
What language is recognized as official in Tuvalu?,English,official_language,Tuvalu,English,759,4,759_4,en,en_759_4
Which language holds official status in Iowa?,English,official_language,Iowa,English,760,3,760_3,en,en_760_3
What is the primary language spoken in Sweden?,Swedish,official_language,Sweden,Swedish,761,2,761_2,en,en_761_2
What is the official language of Aragon?,Catalan,official_language,Aragon,Catalan,762,0,762_0,en,en_762_0
What language is recognized as official in Guam?,English,official_language,Guam,English,763,4,763_4,en,en_763_4
Which language is officially used in Autonomous Republic of Crimea?,Russian,official_language,Autonomous Republic of Crimea,Russian,764,1,764_1,en,en_764_1
What is the primary language spoken in Benin?,French,official_language,Benin,French,765,2,765_2,en,en_765_2
Which language is officially used in Florida?,English,official_language,Florida,English,766,1,766_1,en,en_766_1
Which language is officially used in Virginia?,English,official_language,Virginia,English,767,1,767_1,en,en_767_1
What is the official language of Joensuu?,Finnish,official_language,Joensuu,Finnish,768,0,768_0,en,en_768_0
What is the primary language spoken in Antigua and Barbuda?,English,official_language,Antigua and Barbuda,English,769,2,769_2,en,en_769_2
Which language holds official status in ASEAN?,Chinese,official_language,ASEAN,Chinese,770,3,770_3,en,en_770_3
Which language holds official status in Belgium?,French,official_language,Belgium,French,771,3,771_3,en,en_771_3
What is the official language of Independent State of Croatia?,Croatian,official_language,Independent State of Croatia,Croatian,772,0,772_0,en,en_772_0
Which language is officially used in Catalonia?,Catalan,official_language,Catalonia,Catalan,773,1,773_1,en,en_773_1
What language is recognized as official in Petrozavodsk?,Russian,official_language,Petrozavodsk,Russian,774,4,774_4,en,en_774_4
Which language is officially used in Chukotka Autonomous Okrug?,Russian,official_language,Chukotka Autonomous Okrug,Russian,775,1,775_1,en,en_775_1
Which language is officially used in Pays de la Loire?,Breton,official_language,Pays de la Loire,Breton,776,1,776_1,en,en_776_1
Which language is officially used in Dundee?,English,official_language,Dundee,English,777,1,777_1,en,en_777_1
What is the official language of European Union?,Maltese,official_language,European Union,Maltese,778,0,778_0,en,en_778_0
Which language is officially used in Azerbaijan Soviet Socialist Republic?,Russian,official_language,Azerbaijan Soviet Socialist Republic,Russian,779,1,779_1,en,en_779_1
What language is recognized as official in Norfolk Island?,English,official_language,Norfolk Island,English,780,4,780_4,en,en_780_4
Which language holds official status in Scotland?,English,official_language,Scotland,English,781,3,781_3,en,en_781_3
What is the primary language spoken in Cuba?,Spanish,official_language,Cuba,Spanish,782,2,782_2,en,en_782_2
Which language is officially used in Federated States of Micronesia?,English,official_language,Federated States of Micronesia,English,783,1,783_1,en,en_783_1
What is the official language of Perm Krai?,Russian,official_language,Perm Krai,Russian,784,0,784_0,en,en_784_0
Which language holds official status in Congress Poland?,Russian,official_language,Congress Poland,Russian,785,3,785_3,en,en_785_3
What is the official language of Bulgaria?,Bulgarian,official_language,Bulgaria,Bulgarian,786,0,786_0,en,en_786_0
What language is recognized as official in United States of America?,English,official_language,United States of America,English,787,4,787_4,en,en_787_4
Which language is officially used in Illinois?,English,official_language,Illinois,English,788,1,788_1,en,en_788_1
What is the primary language spoken in European Union?,Italian,official_language,European Union,Italian,789,2,789_2,en,en_789_2
What is the primary language spoken in North Sumatra?,Indonesian,official_language,North Sumatra,Indonesian,790,2,790_2,en,en_790_2
Which language is officially used in ASEAN?,Thai,official_language,ASEAN,Thai,791,1,791_1,en,en_791_1
What is the official language of British Hong Kong?,Chinese,official_language,British Hong Kong,Chinese,792,0,792_0,en,en_792_0
What language is recognized as official in Tennessee?,English,official_language,Tennessee,English,793,4,793_4,en,en_793_4
Which language is officially used in Uusikaupunki?,Finnish,official_language,Uusikaupunki,Finnish,794,1,794_1,en,en_794_1
Which language is officially used in Russian Empire?,Swedish,official_language,Russian Empire,Swedish,795,1,795_1,en,en_795_1
What language is recognized as official in European Union?,Swedish,official_language,European Union,Swedish,796,4,796_4,en,en_796_4
Which language holds official status in Andhra Pradesh?,Telugu,official_language,Andhra Pradesh,Telugu,797,3,797_3,en,en_797_3
What language is recognized as official in Guernsey?,French,official_language,Guernsey,French,798,4,798_4,en,en_798_4
What language is recognized as official in Canary Islands?,Spanish,official_language,Canary Islands,Spanish,799,4,799_4,en,en_799_4
What is the official language of Republic of Mordovia?,Russian,official_language,Republic of Mordovia,Russian,800,0,800_0,en,en_800_0
Which language is officially used in Macau?,Portuguese,official_language,Macau,Portuguese,801,1,801_1,en,en_801_1
What is the official language of Altai Republic?,Russian,official_language,Altai Republic,Russian,802,0,802_0,en,en_802_0
What is the official language of Costa Rica?,Spanish,official_language,Costa Rica,Spanish,803,0,803_0,en,en_803_0
What is the primary language spoken in Saint Vincent and the Grenadines?,Spanish,official_language,Saint Vincent and the Grenadines,Spanish,804,2,804_2,en,en_804_2
What language is recognized as official in European Union?,German,official_language,European Union,German,805,4,805_4,en,en_805_4
What is the official language of International Criminal Court?,French,official_language,International Criminal Court,French,806,0,806_0,en,en_806_0
What is the primary language spoken in Pori?,Finnish,official_language,Pori,Finnish,807,2,807_2,en,en_807_2
What is the primary language spoken in Menorca?,Spanish,official_language,Menorca,Spanish,808,2,808_2,en,en_808_2
What is the official language of Montenegro?,Albanian,official_language,Montenegro,Albanian,809,0,809_0,en,en_809_0
Which language is officially used in Revolucion Francesa?,French,official_language,Revolucion Francesa,French,810,1,810_1,en,en_810_1
Which language holds official status in Venezuela?,Spanish,official_language,Venezuela,Spanish,811,3,811_3,en,en_811_3
What language is recognized as official in Marshall Islands?,English,official_language,Marshall Islands,English,812,4,812_4,en,en_812_4
Which language holds official status in Karelia?,Russian,official_language,Karelia,Russian,813,3,813_3,en,en_813_3
Which language is officially used in Community of Valencia?,Catalan,official_language,Community of Valencia,Catalan,814,1,814_1,en,en_814_1
What is the official language of Slovakia?,Slovak,official_language,Slovakia,Slovak,815,0,815_0,en,en_815_0
Which language is officially used in Haryana?,Hindi,official_language,Haryana,Hindi,816,1,816_1,en,en_816_1
What is the primary language spoken in South Korea?,Korean,official_language,South Korea,Korean,817,2,817_2,en,en_817_2
Which language holds official status in Cape Verde?,Portuguese,official_language,Cape Verde,Portuguese,818,3,818_3,en,en_818_3
What language is recognized as official in Shimla?,Hindi,official_language,Shimla,Hindi,819,4,819_4,en,en_819_4
What is the primary language spoken in Caribbean Netherlands?,Dutch,official_language,Caribbean Netherlands,Dutch,820,2,820_2,en,en_820_2
What is the official language of Oklahoma?,English,official_language,Oklahoma,English,821,0,821_0,en,en_821_0
What language is recognized as official in Ukraine?,Ukrainian,official_language,Ukraine,Ukrainian,822,4,822_4,en,en_822_4
What language is recognized as official in Cook Islands?,English,official_language,Cook Islands,English,823,4,823_4,en,en_823_4
What language is recognized as official in Union of European Football Associations?,English,official_language,Union of European Football Associations,English,824,4,824_4,en,en_824_4
What language is recognized as official in Tanzania?,English,official_language,Tanzania,English,825,4,825_4,en,en_825_4
What is the official language of Turkmenistan?,Russian,official_language,Turkmenistan,Russian,826,0,826_0,en,en_826_0
Which language is officially used in Somaliland?,Somali,official_language,Somaliland,Somali,827,1,827_1,en,en_827_1
What language is recognized as official in Switzerland?,German,official_language,Switzerland,German,828,4,828_4,en,en_828_4
What is the official language of Khabarovsk Krai?,Russian,official_language,Khabarovsk Krai,Russian,829,0,829_0,en,en_829_0
What language is recognized as official in Lahti?,Finnish,official_language,Lahti,Finnish,830,4,830_4,en,en_830_4
What is the primary language spoken in Alicante?,Spanish,official_language,Alicante,Spanish,831,2,831_2,en,en_831_2
What is the official language of Belarus?,Belarusian,official_language,Belarus,Belarusian,832,0,832_0,en,en_832_0
What language is recognized as official in Uttar Pradesh?,Hindi,official_language,Uttar Pradesh,Hindi,833,4,833_4,en,en_833_4
Which language is officially used in Luhansk People's Republic?,Russian,official_language,Luhansk People's Republic,Russian,834,1,834_1,en,en_834_1
Which language holds official status in Laos?,Lao,official_language,Laos,Lao,835,3,835_3,en,en_835_3
What is the primary language spoken in Republic of Ingushetia?,Russian,official_language,Republic of Ingushetia,Russian,836,2,836_2,en,en_836_2
フランス領ポリネシアで公式として認識される言語は何ですか？,フランス語,official_language,フランス領ポリネシア,フランス語,235,4,235_4,ja,ja_235_4
ブルネイで公式として認識される言語は何ですか？,マレー語,official_language,ブルネイ,マレー語,236,4,236_4,ja,ja_236_4
ウッタル・プラデーシュ州で公式の地位を持つ言語は何ですか？,ウルドゥー語,official_language,ウッタル・プラデーシュ州,ウルドゥー語,237,3,237_3,ja,ja_237_3
欧州連合で話されている主要な言語は何ですか？,フィンランド語,official_language,欧州連合,フィンランド語,238,2,238_2,ja,ja_238_2
ワロン地域で公式として認識される言語は何ですか？,フランス語,official_language,ワロン地域,フランス語,239,4,239_4,ja,ja_239_4
欧州連合の公用語は何ですか？,スロベニア語,official_language,欧州連合,スロベニア語,240,0,240_0,ja,ja_240_0
ハイチで公式の地位を持つ言語は何ですか？,フランス語,official_language,ハイチ,フランス語,241,3,241_3,ja,ja_241_3
南アフリカ連邦で公式に使用されている言語は何ですか？,オランダ語,official_language,南アフリカ連邦,オランダ語,242,1,242_1,ja,ja_242_1
上海協力機構で話されている主要な言語は何ですか？,ロシア語,official_language,上海協力機構,ロシア語,243,2,243_2,ja,ja_243_2
ワイオミング州で公式に使用されている言語は何ですか？,英語,official_language,ワイオミング州,英語,244,1,244_1,ja,ja_244_1
国際陸上競技連盟の公用語は何ですか？,フランス語,official_language,国際陸上競技連盟,フランス語,245,0,245_0,ja,ja_245_0
オデッサ州で公式として認識される言語は何ですか？,ロシア語,official_language,オデッサ州,ロシア語,246,4,246_4,ja,ja_246_4
聖座で公式の地位を持つ言語は何ですか？,ラテン語,official_language,聖座,ラテン語,247,3,247_3,ja,ja_247_3
ウルグアイで公式に使用されている言語は何ですか？,スペイン語,official_language,ウルグアイ,スペイン語,248,1,248_1,ja,ja_248_1
ジャムシェードプルで公式に使用されている言語は何ですか？,ヒンディー語,official_language,ジャムシェードプル,ヒンディー語,249,1,249_1,ja,ja_249_1
南オセチアの公用語は何ですか？,ジョージア語,official_language,南オセチア,ジョージア語,250,0,250_0,ja,ja_250_0
カンボジアで公式として認識される言語は何ですか？,クメール語,official_language,カンボジア,クメール語,251,4,251_4,ja,ja_251_4
クラスノヤルスク地方の公用語は何ですか？,ロシア語,official_language,クラスノヤルスク地方,ロシア語,252,0,252_0,ja,ja_252_0
コンゴ共和国で公式に使用されている言語は何ですか？,フランス語,official_language,コンゴ共和国,フランス語,253,1,253_1,ja,ja_253_1
ソロモン諸島で話されている主要な言語は何ですか？,英語,official_language,ソロモン諸島,英語,254,2,254_2,ja,ja_254_2
メーガーラヤ州の公用語は何ですか？,英語,official_language,メーガーラヤ州,英語,255,0,255_0,ja,ja_255_0
ラージャスターン州で公式に使用されている言語は何ですか？,ヒンディー語,official_language,ラージャスターン州,ヒンディー語,256,1,256_1,ja,ja_256_1
上海協力機構で公式の地位を持つ言語は何ですか？,中国語,official_language,上海協力機構,中国語,257,3,257_3,ja,ja_257_3
イースター島で公式として認識される言語は何ですか？,スペイン語,official_language,イースター島,スペイン語,258,4,258_4,ja,ja_258_4
マヨルカ島で公式の地位を持つ言語は何ですか？,カタルーニャ語,official_language,マヨルカ島,カタルーニャ語,259,3,259_3,ja,ja_259_3
ブラジルで公式の地位を持つ言語は何ですか？,ポルトガル語,official_language,ブラジル,ポルトガル語,260,3,260_3,ja,ja_260_3
メキシコで公式に使用されている言語は何ですか？,スペイン語,official_language,メキシコ,スペイン語,261,1,261_1,ja,ja_261_1
ガンビアで公式として認識される言語は何ですか？,英語,official_language,ガンビア,英語,262,4,262_4,ja,ja_262_4
京都府の公用語は何ですか？,日本語,official_language,京都府,日本語,263,0,263_0,ja,ja_263_0
サウスジョージア・サウスサンドウィッチ諸島の公用語は何ですか？,英語,official_language,サウスジョージア・サウスサンドウィッチ諸島,英語,264,0,264_0,ja,ja_264_0
